query_id,ndcg,n_candidates,n_positives,is_bottom,user_id,restaurant_id,positive_item,cart_size,cart_value
mendeley_o_001382__2,0.5,7,1,False,u_02179,r_0051,i_068,2.0,518.685
mendeley_o_001382__3,1.0,7,1,False,u_02179,r_0051,i_022,3.0,780.595
mendeley_o_001382__4,0.6309297535714575,7,1,False,u_02179,r_0051,i_037,4.0,1031.375
mendeley_o_001382__5,0.5,7,1,False,u_02179,r_0051,i_055,5.0,1291.425
mendeley_o_001386__1,0.6309297535714575,7,1,False,u_01713,r_0381,i_044,1.0,263.5
mendeley_o_001386__2,0.6309297535714575,7,1,False,u_01713,r_0381,i_021,2.0,510.93
mendeley_o_001395__1,0.6309297535714575,7,1,False,u_03652,r_0209,i_035,1.0,253.17000000000002
mendeley_o_001395__2,0.6309297535714575,7,1,False,u_03652,r_0209,i_075,2.0,503.145
mendeley_o_001398__1,0.43067655807339306,7,1,False,u_01166,r_0357,i_084,1.0,239.95
mendeley_o_001398__2,0.3562071871080222,7,1,True,u_01166,r_0357,i_058,2.0,496.455
mendeley_o_001398__3,1.0,7,1,False,u_01166,r_0357,i_087,3.0,752.95
mendeley_o_001403__1,0.3333333333333333,7,1,True,u_04421,r_0317,i_055,1.0,255.19
mendeley_o_001403__2,0.43067655807339306,7,1,False,u_04421,r_0317,i_037,2.0,503.5
mendeley_o_001403__3,0.6309297535714575,7,1,False,u_04421,r_0317,i_100,3.0,763.55
mendeley_o_001405__1,0.38685280723454163,7,1,True,u_03219,r_0482,i_035,1.0,274.06
mendeley_o_001408__1,0.3562071871080222,7,1,True,u_01963,r_0226,i_085,1.0,278.78
mendeley_o_001417__1,0.38685280723454163,7,1,True,u_04099,r_0221,i_104,1.0,261.52
mendeley_o_001423__1,0.38685280723454163,7,1,True,u_04915,r_0240,i_026,1.0,240.09
mendeley_o_001423__2,0.5,7,1,False,u_04915,r_0240,i_113,2.0,479.86
mendeley_o_001423__3,0.38685280723454163,7,1,True,u_04915,r_0240,i_094,3.0,737.1899999999999
mendeley_o_001423__4,0.43067655807339306,7,1,False,u_04915,r_0240,i_054,4.0,1002.56
mendeley_o_001425__1,0.3562071871080222,7,1,True,u_01139,r_0196,i_115,1.0,257.71000000000004
mendeley_o_001425__2,0.3562071871080222,7,1,True,u_01139,r_0196,i_056,2.0,490.22
mendeley_o_001425__3,0.43067655807339306,7,1,False,u_01139,r_0196,i_055,3.0,756.21
mendeley_o_001427__1,0.5,7,1,False,u_00232,r_0194,i_042,1.0,245.29
mendeley_o_001427__2,0.38685280723454163,7,1,True,u_00232,r_0194,i_028,2.0,524.0699999999999
mendeley_o_001427__3,0.38685280723454163,7,1,True,u_00232,r_0194,i_119,3.0,778.385
mendeley_o_001438__1,0.6309297535714575,7,1,False,u_01144,r_0324,i_023,1.0,257.33
mendeley_o_001438__2,1.0,7,1,False,u_01144,r_0324,i_111,2.0,490.385
mendeley_o_001439__1,0.5,7,1,False,u_02445,r_0067,i_118,1.0,260.05
mendeley_o_001439__2,0.6309297535714575,7,1,False,u_02445,r_0067,i_025,2.0,516.33
mendeley_o_001439__3,0.6309297535714575,7,1,False,u_02445,r_0067,i_083,3.0,776.45
mendeley_o_001440__1,0.3562071871080222,7,1,True,u_04845,r_0498,i_003,1.0,243.16
mendeley_o_001440__2,0.43067655807339306,7,1,False,u_04845,r_0498,i_013,2.0,497.48
mendeley_o_001440__3,0.3562071871080222,7,1,True,u_04845,r_0498,i_108,3.0,764.08
mendeley_o_001465__1,0.38685280723454163,7,1,True,u_02394,r_0349,i_049,1.0,271.35
mendeley_o_001465__2,1.0,7,1,False,u_02394,r_0349,i_068,2.0,529.0600000000001
mendeley_o_001465__3,0.5,7,1,False,u_02394,r_0349,i_022,3.0,790.97
mendeley_o_001465__4,0.5,7,1,False,u_02394,r_0349,i_035,4.0,1041.75
mendeley_o_001465__5,1.0,7,1,False,u_02394,r_0349,i_088,5.0,1291.7250000000001
mendeley_o_001467__1,0.43067655807339306,7,1,False,u_03941,r_0254,i_101,1.0,248.17
mendeley_o_001473__1,0.3562071871080222,7,1,True,u_04996,r_0249,i_070,1.0,254.45999999999998
mendeley_o_001473__2,0.38685280723454163,7,1,True,u_04996,r_0249,i_076,2.0,511.88
mendeley_o_001473__3,0.43067655807339306,7,1,False,u_04996,r_0249,i_013,3.0,730.02
mendeley_o_001485__1,0.3333333333333333,7,1,True,u_02176,r_0209,i_113,1.0,265.64
mendeley_o_001488__1,0.3562071871080222,7,1,True,u_00963,r_0264,i_064,1.0,254.315
mendeley_o_001488__2,1.0,7,1,False,u_00963,r_0264,i_018,2.0,509.48
mendeley_o_001488__3,0.3562071871080222,7,1,True,u_00963,r_0264,i_063,3.0,755.155
mendeley_o_001488__4,0.5,7,1,False,u_00963,r_0264,i_042,4.0,1017.685
mendeley_o_001510__1,0.3562071871080222,7,1,True,u_00046,r_0342,i_014,1.0,241.04000000000002
mendeley_o_001510__2,0.5,7,1,False,u_00046,r_0342,i_060,2.0,461.435
mendeley_o_001510__3,0.43067655807339306,7,1,False,u_00046,r_0342,i_004,3.0,714.87
mendeley_o_001510__4,0.6309297535714575,7,1,False,u_00046,r_0342,i_035,4.0,973.0699999999999
mendeley_o_001515__1,0.5,7,1,False,u_02122,r_0240,i_013,1.0,262.96500000000003
mendeley_o_001515__2,0.6309297535714575,7,1,False,u_02122,r_0240,i_008,2.0,529.565
mendeley_o_001515__3,0.5,7,1,False,u_02122,r_0240,i_084,3.0,757.095
mendeley_o_001515__4,0.43067655807339306,7,1,False,u_02122,r_0240,i_074,4.0,1013.6
mendeley_o_001522__1,0.3333333333333333,7,1,True,u_00384,r_0041,i_012,1.0,257.33
mendeley_o_001522__2,0.6309297535714575,7,1,False,u_00384,r_0041,i_035,2.0,520.0899999999999
mendeley_o_001528__1,0.5,7,1,False,u_00987,r_0302,i_051,1.0,253.97
mendeley_o_001528__2,0.5,7,1,False,u_00987,r_0302,i_076,2.0,497.54499999999996
mendeley_o_001532__1,1.0,7,1,False,u_01906,r_0218,i_089,1.0,218.14
mendeley_o_001548__1,1.0,7,1,False,u_03264,r_0309,i_055,1.0,238.095
mendeley_o_001552__1,0.3333333333333333,7,1,True,u_04744,r_0482,i_109,1.0,263.79
mendeley_o_001552__2,1.0,7,1,False,u_04744,r_0482,i_097,2.0,522.5450000000001
mendeley_o_001552__3,0.6309297535714575,7,1,False,u_04744,r_0482,i_051,3.0,762.635
mendeley_o_001553__1,0.3333333333333333,7,1,True,u_01491,r_0284,i_074,1.0,257.33
mendeley_o_001553__2,0.43067655807339306,7,1,False,u_01491,r_0284,i_104,2.0,521.7
mendeley_o_001553__3,0.6309297535714575,7,1,False,u_01491,r_0284,i_020,3.0,785.2
mendeley_o_001555__1,0.6309297535714575,7,1,False,u_01056,r_0075,i_095,1.0,243.81
mendeley_o_001555__2,0.43067655807339306,7,1,False,u_01056,r_0075,i_002,2.0,501.15000000000003
mendeley_o_001570__1,0.6309297535714575,7,1,False,u_00896,r_0049,i_054,1.0,256.505
mendeley_o_001570__2,0.6309297535714575,7,1,False,u_00896,r_0049,i_072,2.0,519.265
mendeley_o_001570__3,0.6309297535714575,7,1,False,u_00896,r_0049,i_118,3.0,739.505
mendeley_o_001570__4,0.6309297535714575,7,1,False,u_00896,r_0049,i_059,4.0,995.7850000000001
mendeley_o_001570__5,0.6309297535714575,7,1,False,u_00896,r_0049,i_115,5.0,1237.605
mendeley_o_001574__3,0.5,7,1,False,u_01100,r_0106,i_023,3.0,791.5550000000001
mendeley_o_001574__4,0.43067655807339306,7,1,False,u_01100,r_0106,i_119,4.0,1024.6100000000001
mendeley_o_001575__1,0.3562071871080222,7,1,True,u_00290,r_0041,i_004,1.0,261.91
mendeley_o_001580__1,0.43067655807339306,7,1,False,u_00524,r_0271,i_087,1.0,253.17000000000002
mendeley_o_001580__2,0.6309297535714575,7,1,False,u_00524,r_0271,i_119,2.0,514.69
mendeley_o_001581__1,0.6309297535714575,7,1,False,u_02805,r_0336,i_051,1.0,265.64
mendeley_o_001584__1,0.5,7,1,False,u_02067,r_0179,i_019,1.0,243.52
mendeley_o_001584__2,0.43067655807339306,7,1,False,u_02067,r_0179,i_086,2.0,508.07000000000005
mendeley_o_001584__3,0.5,7,1,False,u_02067,r_0179,i_084,3.0,751.735
mendeley_o_001584__4,1.0,7,1,False,u_02067,r_0179,i_059,4.0,1008.24
mendeley_o_001584__5,0.43067655807339306,7,1,False,u_02067,r_0179,i_085,5.0,1250.06
mendeley_o_001595__1,0.3562071871080222,7,1,True,u_02247,r_0460,i_021,1.0,230.46
mendeley_o_001600__1,0.5,7,1,False,u_00784,r_0125,i_026,1.0,265.64
mendeley_o_001600__2,0.6309297535714575,7,1,False,u_00784,r_0125,i_018,2.0,505.40999999999997
mendeley_o_001608__1,0.43067655807339306,7,1,False,u_02857,r_0236,i_098,1.0,264.55
mendeley_o_001608__2,0.6309297535714575,7,1,False,u_02857,r_0236,i_086,2.0,534.34
mendeley_o_001610__1,0.6309297535714575,7,1,False,u_00464,r_0404,i_064,1.0,253.69
mendeley_o_001610__2,0.3333333333333333,7,1,True,u_00464,r_0404,i_077,2.0,508.855
mendeley_o_001610__3,0.3562071871080222,7,1,True,u_00464,r_0404,i_108,3.0,775.015
mendeley_o_001610__4,1.0,7,1,False,u_00464,r_0404,i_092,4.0,1006.635
mendeley_o_001610__5,0.43067655807339306,7,1,False,u_00464,r_0404,i_056,5.0,1235.845
mendeley_o_001617__1,0.3562071871080222,7,1,True,u_00930,r_0179,i_011,1.0,260.07
mendeley_o_001617__2,0.6309297535714575,7,1,False,u_00930,r_0179,i_092,2.0,508.38
mendeley_o_001617__3,0.6309297535714575,7,1,False,u_00930,r_0179,i_030,3.0,737.59
mendeley_o_001617__4,1.0,7,1,False,u_00930,r_0179,i_077,4.0,988.6800000000001
mendeley_o_001626__1,0.43067655807339306,7,1,False,u_02462,r_0235,i_053,1.0,264.55
mendeley_o_001626__2,1.0,7,1,False,u_02462,r_0235,i_056,2.0,486.23
mendeley_o_001631__1,1.0,7,1,False,u_02435,r_0454,i_106,1.0,259.1
mendeley_o_001632__1,0.3333333333333333,7,1,True,u_00036,r_0335,i_100,1.0,243.665
mendeley_o_001634__1,0.3562071871080222,7,1,True,u_02803,r_0126,i_006,1.0,253.37
mendeley_o_001634__2,0.38685280723454163,7,1,True,u_02803,r_0126,i_024,2.0,528.76
mendeley_o_001634__3,0.43067655807339306,7,1,False,u_02803,r_0126,i_098,3.0,787.86
mendeley_o_001644__1,0.3333333333333333,7,1,True,u_00379,r_0281,i_034,1.0,258.65
mendeley_o_001644__2,0.43067655807339306,7,1,False,u_00379,r_0281,i_045,2.0,513.8399999999999
mendeley_o_001644__3,0.6309297535714575,7,1,False,u_00379,r_0281,i_049,3.0,787.9
mendeley_o_001644__4,1.0,7,1,False,u_00379,r_0281,i_047,4.0,1045.6100000000001
mendeley_o_001644__5,1.0,7,1,False,u_00379,r_0281,i_091,5.0,1279.65
mendeley_o_001647__1,0.3562071871080222,7,1,True,u_02830,r_0094,i_104,1.0,255.16500000000002
mendeley_o_001647__2,0.5,7,1,False,u_02830,r_0094,i_072,2.0,518.665
mendeley_o_001651__1,0.38685280723454163,7,1,True,u_02180,r_0343,i_051,1.0,258.2
mendeley_o_001651__2,0.43067655807339306,7,1,False,u_02180,r_0343,i_079,2.0,501.775
mendeley_o_001661__1,0.43067655807339306,7,1,False,u_01208,r_0112,i_009,1.0,212.94
mendeley_o_001668__1,0.43067655807339306,7,1,False,u_03169,r_0326,i_063,1.0,249.975
mendeley_o_001668__2,0.5,7,1,False,u_03169,r_0326,i_110,2.0,512.505
mendeley_o_001678__1,0.43067655807339306,7,1,False,u_00129,r_0426,i_080,1.0,207.92000000000002
mendeley_o_001678__2,1.0,7,1,False,u_00129,r_0426,i_026,2.0,464.77500000000003
mendeley_o_001678__3,0.43067655807339306,7,1,False,u_00129,r_0426,i_046,3.0,704.5450000000001
mendeley_o_001684__1,0.38685280723454163,7,1,True,u_04195,r_0157,i_102,1.0,251.34
mendeley_o_001695__1,0.43067655807339306,7,1,False,u_04241,r_0207,i_081,1.0,231.75
mendeley_o_001695__2,0.43067655807339306,7,1,False,u_04241,r_0207,i_047,2.0,478.72
mendeley_o_001695__3,1.0,7,1,False,u_04241,r_0207,i_043,3.0,712.76
mendeley_o_001695__4,1.0,7,1,False,u_04241,r_0207,i_083,4.0,955.27
mendeley_o_001695__5,0.43067655807339306,7,1,False,u_04241,r_0207,i_058,5.0,1218.2350000000001
mendeley_o_001697__1,0.43067655807339306,7,1,False,u_03750,r_0421,i_040,1.0,254.315
mendeley_o_001697__2,0.38685280723454163,7,1,True,u_03750,r_0421,i_048,2.0,504.195
mendeley_o_001697__3,0.5,7,1,False,u_03750,r_0421,i_039,3.0,743.775
mendeley_o_001697__4,0.43067655807339306,7,1,False,u_03750,r_0421,i_064,4.0,998.2349999999999
mendeley_o_001701__1,1.0,7,1,False,u_02516,r_0049,i_038,1.0,269.79
mendeley_o_001701__2,1.0,7,1,False,u_02516,r_0049,i_117,2.0,513.3100000000001
mendeley_o_001701__3,1.0,7,1,False,u_02516,r_0049,i_027,3.0,753.26
mendeley_o_001710__1,0.5,7,1,False,u_04985,r_0338,i_112,1.0,264.09
mendeley_o_001745__1,0.43067655807339306,7,1,False,u_01879,r_0018,i_004,1.0,247.47
mendeley_o_001746__1,0.5,7,1,False,u_00573,r_0100,i_021,1.0,231.62
mendeley_o_001746__2,0.6309297535714575,7,1,False,u_00573,r_0100,i_045,2.0,467.31
mendeley_o_001746__3,0.3333333333333333,7,1,True,u_00573,r_0100,i_085,3.0,741.37
mendeley_o_001746__4,0.6309297535714575,7,1,False,u_00573,r_0100,i_098,4.0,989.54
mendeley_o_001746__5,0.6309297535714575,7,1,False,u_00573,r_0100,i_075,5.0,1259.33
mendeley_o_001751__1,0.6309297535714575,7,1,False,u_03427,r_0107,i_014,1.0,252.36
mendeley_o_001751__2,0.3562071871080222,7,1,True,u_03427,r_0107,i_038,2.0,472.755
mendeley_o_001751__3,0.43067655807339306,7,1,False,u_03427,r_0107,i_082,3.0,716.275
mendeley_o_001754__1,0.3562071871080222,7,1,True,u_02588,r_0099,i_035,1.0,260.12
mendeley_o_001754__2,0.3562071871080222,7,1,True,u_02588,r_0099,i_047,2.0,510.095
mendeley_o_001764__1,1.0,7,1,False,u_03181,r_0252,i_042,1.0,262.76
mendeley_o_001764__2,0.6309297535714575,7,1,False,u_03181,r_0252,i_085,2.0,541.54
mendeley_o_001764__3,1.0,7,1,False,u_03181,r_0252,i_071,3.0,789.7099999999999
mendeley_o_001764__4,0.5,7,1,False,u_03181,r_0252,i_067,4.0,1021.4599999999999
mendeley_o_001764__5,0.5,7,1,False,u_03181,r_0252,i_037,5.0,1234.3999999999999
mendeley_o_001770__1,0.5,7,1,False,u_00942,r_0073,i_019,1.0,239.76999999999998
mendeley_o_001770__2,0.3333333333333333,7,1,True,u_00942,r_0073,i_021,2.0,504.32
mendeley_o_001770__3,0.3562071871080222,7,1,True,u_00942,r_0073,i_071,3.0,740.01
mendeley_o_001772__1,0.3562071871080222,7,1,True,u_04299,r_0177,i_108,1.0,262.76
mendeley_o_001772__2,0.3562071871080222,7,1,True,u_04299,r_0177,i_104,2.0,494.38
mendeley_o_001772__3,0.5,7,1,False,u_04299,r_0177,i_024,3.0,757.88
mendeley_o_001777__1,0.6309297535714575,7,1,False,u_01570,r_0141,i_111,1.0,227.52
mendeley_o_001777__2,0.5,7,1,False,u_01570,r_0141,i_104,2.0,472.81
mendeley_o_001779__1,0.43067655807339306,7,1,False,u_01692,r_0318,i_104,1.0,247.615
mendeley_o_001779__2,0.3333333333333333,7,1,True,u_01692,r_0318,i_076,2.0,511.115
mendeley_o_001779__3,0.3562071871080222,7,1,True,u_01692,r_0318,i_021,3.0,729.255
mendeley_o_001779__4,0.5,7,1,False,u_01692,r_0318,i_116,4.0,964.9449999999999
mendeley_o_001782__1,1.0,7,1,False,u_04105,r_0311,i_043,1.0,218.14
mendeley_o_001782__2,0.43067655807339306,7,1,False,u_04105,r_0311,i_109,2.0,460.65
mendeley_o_001782__3,0.6309297535714575,7,1,False,u_04105,r_0311,i_021,3.0,719.405
mendeley_o_001790__1,1.0,7,1,False,u_03114,r_0158,i_097,1.0,255.19
mendeley_o_001796__1,0.43067655807339306,7,1,False,u_04314,r_0155,i_041,1.0,222.805
mendeley_o_001796__2,0.3562071871080222,7,1,True,u_04314,r_0155,i_088,2.0,453.265
mendeley_o_001796__3,0.5,7,1,False,u_04314,r_0155,i_099,3.0,717.0550000000001
mendeley_o_001796__4,0.6309297535714575,7,1,False,u_04314,r_0155,i_081,4.0,982.355
mendeley_o_001796__5,0.6309297535714575,7,1,False,u_04314,r_0155,i_063,5.0,1229.325
mendeley_o_001805__1,1.0,7,1,False,u_01513,r_0292,i_021,1.0,264.37
mendeley_o_001808__1,1.0,7,1,False,u_01065,r_0373,i_057,1.0,254.45999999999998
mendeley_o_001808__2,0.43067655807339306,7,1,False,u_01065,r_0373,i_006,2.0,508.42999999999995
mendeley_o_001811__1,0.6309297535714575,7,1,False,u_04084,r_0428,i_011,1.0,243.575
mendeley_o_001811__2,0.6309297535714575,7,1,False,u_04084,r_0428,i_096,2.0,491.885
mendeley_o_001843__1,0.3562071871080222,7,1,True,u_04896,r_0061,i_057,1.0,239.24
mendeley_o_001845__1,0.5,7,1,False,u_00500,r_0304,i_017,1.0,243.81
mendeley_o_001845__2,0.6309297535714575,7,1,False,u_00500,r_0304,i_085,2.0,508.59
mendeley_o_001852__1,0.5,7,1,False,u_03485,r_0060,i_034,1.0,246.745
mendeley_o_001852__2,0.6309297535714575,7,1,False,u_03485,r_0060,i_041,2.0,501.935
mendeley_o_001852__3,0.38685280723454163,7,1,True,u_03485,r_0060,i_054,3.0,732.395
mendeley_o_001852__4,0.5,7,1,False,u_03485,r_0060,i_044,4.0,995.155
mendeley_o_001852__5,1.0,7,1,False,u_03485,r_0060,i_046,5.0,1242.585
mendeley_o_001913__1,0.38685280723454163,7,1,True,u_04036,r_0158,i_053,1.0,264.09
mendeley_o_001924__1,0.3562071871080222,7,1,True,u_00356,r_0416,i_120,1.0,239.735
mendeley_o_001926__1,0.5,7,1,False,u_00254,r_0198,i_006,1.0,245.19
mendeley_o_001926__2,0.3562071871080222,7,1,True,u_00254,r_0198,i_118,2.0,520.5799999999999
mendeley_o_001926__3,0.3333333333333333,7,1,True,u_00254,r_0198,i_045,3.0,776.86
mendeley_o_001939__1,0.3333333333333333,7,1,True,u_03876,r_0311,i_061,1.0,260.05
mendeley_o_001939__2,1.0,7,1,False,u_03876,r_0311,i_081,2.0,525.69
mendeley_o_001939__3,0.3333333333333333,7,1,True,u_03876,r_0311,i_033,3.0,772.66
mendeley_o_001939__4,0.6309297535714575,7,1,False,u_03876,r_0311,i_034,4.0,1020.275
mendeley_o_001945__1,0.38685280723454163,7,1,True,u_02397,r_0444,i_070,1.0,275.02
mendeley_o_001945__2,0.3333333333333333,7,1,True,u_02397,r_0444,i_084,2.0,532.44
mendeley_o_001945__3,0.3562071871080222,7,1,True,u_02397,r_0444,i_040,3.0,788.9449999999999
mendeley_o_001946__1,1.0,7,1,False,u_04553,r_0385,i_042,1.0,250.89999999999998
mendeley_o_001946__2,0.6309297535714575,7,1,False,u_04553,r_0385,i_082,2.0,529.68
mendeley_o_001946__3,0.5,7,1,False,u_04553,r_0385,i_103,3.0,766.7449999999999
mendeley_o_001946__4,0.6309297535714575,7,1,False,u_04553,r_0385,i_102,4.0,1038.095
mendeley_o_001946__5,1.0,7,1,False,u_04553,r_0385,i_113,5.0,1298.165
mendeley_o_001951__1,0.6309297535714575,7,1,False,u_03029,r_0084,i_026,1.0,222.805
mendeley_o_001951__2,0.6309297535714575,7,1,False,u_03029,r_0084,i_008,2.0,462.575
mendeley_o_001951__3,1.0,7,1,False,u_03029,r_0084,i_089,3.0,690.105
mendeley_o_001951__4,1.0,7,1,False,u_03029,r_0084,i_120,4.0,934.77
mendeley_o_001951__5,0.43067655807339306,7,1,False,u_03029,r_0084,i_066,5.0,1185.67
mendeley_o_001958__1,0.3562071871080222,7,1,True,u_01783,r_0376,i_025,1.0,247.615
mendeley_o_001958__2,0.5,7,1,False,u_01783,r_0376,i_019,2.0,507.735
mendeley_o_001958__3,0.5,7,1,False,u_01783,r_0376,i_107,3.0,772.2850000000001
mendeley_o_001958__4,0.38685280723454163,7,1,True,u_01783,r_0376,i_069,4.0,1032.685
mendeley_o_001958__5,1.0,7,1,False,u_01783,r_0376,i_059,5.0,1292.185
mendeley_o_001961__1,0.6309297535714575,7,1,False,u_03954,r_0112,i_117,1.0,233.055
mendeley_o_001961__2,0.5,7,1,False,u_03954,r_0112,i_113,2.0,473.005
mendeley_o_001966__1,0.38685280723454163,7,1,True,u_04323,r_0390,i_095,1.0,256.495
mendeley_o_001972__1,0.43067655807339306,7,1,False,u_03091,r_0293,i_073,1.0,259.1
mendeley_o_001972__2,0.3333333333333333,7,1,True,u_03091,r_0293,i_116,2.0,530.35
mendeley_o_001972__3,0.38685280723454163,7,1,True,u_03091,r_0293,i_107,3.0,769.59
mendeley_o_001972__4,0.43067655807339306,7,1,False,u_03091,r_0293,i_027,4.0,1029.99
mendeley_o_001975__1,0.5,7,1,False,u_04828,r_0358,i_049,1.0,251.34
mendeley_o_001982__1,1.0,7,1,False,u_01324,r_0146,i_004,1.0,262.76
mendeley_o_001982__2,1.0,7,1,False,u_01324,r_0146,i_034,2.0,520.96
mendeley_o_001982__3,0.6309297535714575,7,1,False,u_01324,r_0146,i_046,3.0,776.15
mendeley_o_001982__4,1.0,7,1,False,u_01324,r_0146,i_019,4.0,1023.62
mendeley_o_001984__1,0.43067655807339306,7,1,False,u_00265,r_0243,i_067,1.0,249.975
mendeley_o_001984__2,1.0,7,1,False,u_00265,r_0243,i_060,2.0,462.91499999999996
mendeley_o_001984__3,1.0,7,1,False,u_00265,r_0243,i_111,3.0,716.35
mendeley_o_001984__4,0.5,7,1,False,u_00265,r_0243,i_016,4.0,961.64
mendeley_o_001985__1,0.3562071871080222,7,1,True,u_00280,r_0290,i_093,1.0,212.94
mendeley_o_001985__2,0.3562071871080222,7,1,True,u_00280,r_0290,i_022,2.0,466.11
mendeley_o_001988__1,0.3333333333333333,7,1,True,u_04390,r_0144,i_028,1.0,227.53
mendeley_o_001989__1,1.0,7,1,False,u_01722,r_0048,i_079,1.0,245.675
mendeley_o_001989__2,0.38685280723454163,7,1,True,u_01722,r_0048,i_022,2.0,499.365
mendeley_o_001989__3,0.6309297535714575,7,1,False,u_01722,r_0048,i_058,3.0,750.145
mendeley_o_001989__4,0.6309297535714575,7,1,False,u_01722,r_0048,i_017,4.0,1006.64
mendeley_o_001989__5,1.0,7,1,False,u_01722,r_0048,i_019,5.0,1271.42
mendeley_o_001996__1,0.5,7,1,False,u_00034,r_0184,i_076,1.0,251.34
mendeley_o_001996__2,0.6309297535714575,7,1,False,u_00034,r_0184,i_068,2.0,469.48
mendeley_o_002000__1,1.0,7,1,False,u_03222,r_0171,i_077,1.0,275.39
mendeley_o_002000__2,0.6309297535714575,7,1,False,u_03222,r_0171,i_066,2.0,541.55
mendeley_o_002000__3,0.5,7,1,False,u_03222,r_0171,i_063,3.0,792.02
mendeley_o_002000__4,0.5,7,1,False,u_03222,r_0171,i_111,4.0,1054.55
mendeley_o_002009__1,0.38685280723454163,7,1,True,u_02480,r_0056,i_026,1.0,245.29
mendeley_o_002009__2,0.38685280723454163,7,1,True,u_02480,r_0056,i_085,2.0,485.05999999999995
mendeley_o_002009__3,0.38685280723454163,7,1,True,u_02480,r_0056,i_098,3.0,733.23
mendeley_o_002009__4,0.5,7,1,False,u_02480,r_0056,i_017,4.0,1003.02
mendeley_o_002009__5,1.0,7,1,False,u_02480,r_0056,i_119,5.0,1267.8
mendeley_o_002013__1,0.6309297535714575,7,1,False,u_04704,r_0047,i_019,1.0,264.09
mendeley_o_002013__2,0.38685280723454163,7,1,True,u_04704,r_0047,i_027,2.0,528.64
mendeley_o_002013__3,0.43067655807339306,7,1,False,u_04704,r_0047,i_005,3.0,768.375
mendeley_o_002013__4,0.5,7,1,False,u_04704,r_0047,i_012,4.0,1011.535
mendeley_o_002013__5,0.6309297535714575,7,1,False,u_04704,r_0047,i_003,5.0,1274.295
mendeley_o_002025__1,0.38685280723454163,7,1,True,u_00350,r_0227,i_003,1.0,257.34000000000003
mendeley_o_002025__2,0.6309297535714575,7,1,False,u_00350,r_0227,i_069,2.0,511.66
mendeley_o_002025__3,0.5,7,1,False,u_00350,r_0227,i_065,3.0,771.1600000000001
mendeley_o_002025__4,0.5,7,1,False,u_00350,r_0227,i_034,4.0,1019.5
mendeley_o_002028__1,0.3333333333333333,7,1,True,u_01466,r_0358,i_064,1.0,260.05
mendeley_o_002028__2,1.0,7,1,False,u_01466,r_0358,i_069,2.0,515.215
mendeley_o_002028__3,0.5,7,1,False,u_01466,r_0358,i_080,3.0,774.715
mendeley_o_002028__4,0.6309297535714575,7,1,False,u_01466,r_0358,i_066,4.0,1031.5700000000002
mendeley_o_002028__5,1.0,7,1,False,u_01466,r_0358,i_101,5.0,1282.04
mendeley_o_002033__1,0.5,7,1,False,u_00720,r_0330,i_046,1.0,247.43
mendeley_o_002033__2,0.5,7,1,False,u_00720,r_0330,i_026,2.0,494.9
mendeley_o_002035__1,0.3333333333333333,7,1,True,u_03697,r_0132,i_026,1.0,264.37
mendeley_o_002039__1,0.6309297535714575,7,1,False,u_04243,r_0365,i_081,1.0,261.91
mendeley_o_002042__1,1.0,7,1,False,u_00180,r_0090,i_024,1.0,233.055
mendeley_o_002042__2,0.3562071871080222,7,1,True,u_00180,r_0090,i_090,2.0,492.15500000000003
mendeley_o_002042__3,0.6309297535714575,7,1,False,u_00180,r_0090,i_016,3.0,760.995
mendeley_o_002042__4,0.43067655807339306,7,1,False,u_00180,r_0090,i_061,4.0,968.915
mendeley_o_002069__1,0.3333333333333333,7,1,True,u_03869,r_0084,i_069,1.0,207.92000000000002
mendeley_o_002069__2,1.0,7,1,False,u_03869,r_0084,i_001,2.0,467.42
mendeley_o_002073__1,0.5,7,1,False,u_00565,r_0080,i_119,1.0,247.43
mendeley_o_002073__2,0.38685280723454163,7,1,True,u_00565,r_0080,i_105,2.0,488.47
mendeley_o_002073__3,1.0,7,1,False,u_00565,r_0080,i_002,3.0,751.48
mendeley_o_002074__1,0.5,7,1,False,u_04761,r_0383,i_049,1.0,239.76999999999998
mendeley_o_002074__2,0.43067655807339306,7,1,False,u_04761,r_0383,i_112,2.0,497.48
mendeley_o_002074__3,1.0,7,1,False,u_04761,r_0383,i_015,3.0,754.34
mendeley_o_002077__1,0.3333333333333333,7,1,True,u_02895,r_0153,i_004,1.0,233.055
mendeley_o_002077__2,0.5,7,1,False,u_02895,r_0153,i_089,2.0,491.255
mendeley_o_002077__3,1.0,7,1,False,u_02895,r_0153,i_072,3.0,735.92
mendeley_o_002077__4,0.6309297535714575,7,1,False,u_02895,r_0153,i_024,4.0,956.16
mendeley_o_002077__5,0.6309297535714575,7,1,False,u_02895,r_0153,i_113,5.0,1215.26
mendeley_o_002094__1,0.3562071871080222,7,1,True,u_03215,r_0475,i_003,1.0,246.08
mendeley_o_002094__2,1.0,7,1,False,u_03215,r_0475,i_087,2.0,500.4
mendeley_o_002096__1,0.5,7,1,False,u_04432,r_0320,i_075,1.0,227.52
mendeley_o_002096__2,0.5,7,1,False,u_04432,r_0320,i_077,2.0,479.88
mendeley_o_002096__3,1.0,7,1,False,u_04432,r_0320,i_083,3.0,746.04
mendeley_o_002096__4,1.0,7,1,False,u_04432,r_0320,i_056,4.0,1009.005
